         Part Number       Quantity   Unit Cost  Unit Price     Total Cost    Total Price
            21340084              74        23.88        29.40         1767.12         2175.60
            43849621              22        20.16        23.82          443.52          524.04
            27572106              22        25.71        31.56          565.62          694.32
            79490708              84        10.37        15.25          871.08         1281.00
            23842706              77        10.92        14.54          840.84         1119.58
            43510588              29        25.05        29.18          726.45          846.22
            22387159              81        13.54        19.15         1096.74         1551.15
            81296480              90        25.59        31.13         2303.10         2801.70
            35539581              17        16.74        22.13          284.58          376.21
            15917508              81        28.92        31.96         2342.52         2588.76
            50036717               8        24.69        28.73          197.52          229.84
            64418724               9        21.15        25.22          190.35          226.98
            54366510              24        13.73        18.58          329.52          445.92
            13201627              70        18.12        24.09         1268.40         1686.30
            11303142              47        10.56        16.35          496.32          768.45
            50317035              30        22.64        25.68          679.20          770.40
            49336268              99        15.02        18.51         1486.98         1832.49
            88301639              13        23.37        27.32          303.81          355.16
            41721415              31        12.02        17.97          372.62          557.07
            71327423              62        27.16        31.77         1683.92         1969.74
            16643747              76        20.80        26.65         1580.80         2025.40
            78629863               8        24.51        28.31          196.08          226.48
            19784361               6        18.19        21.20          109.14          127.20
            79902221              71        22.07        25.66         1566.97         1821.86
            76427814              70        21.25        24.36         1487.50         1705.20
            11303142              47        10.56        16.35          496.32          768.45
            39635549               8        28.02        33.32          224.16          266.56
            21523085              56        18.54        22.90         1038.24         1282.40
            34189844              93        16.77        20.93         1559.61         1946.49
            33483040              55        24.25        28.48         1333.75         1566.40
            76254359              49        10.58        14.73          518.42          721.77
            11531675              85        10.99        16.11          934.15         1369.35
            13258730              62        19.61        24.99         1215.82         1549.38
            63798705              29        25.13        30.85          728.77          894.65
            50317035              30        22.64        25.68          679.20          770.40
            43436020              40        25.86        30.99         1034.40         1239.60
            47296985               1        10.99        15.81           10.99           15.81
            30739126              14        27.83        33.29          389.62          466.06
            43436020              40        25.86        30.99         1034.40         1239.60
            44544249               3        26.55        30.19           79.65           90.57
            54979164              83        21.06        25.15         1747.98         2087.45
            21523085              56        18.54        22.90         1038.24         1282.40
            74543762              61        12.57        16.86          766.77         1028.46
            36386359              60        12.09        17.21          725.40         1032.60
            54404663              50        25.23        29.16         1261.50         1458.00
            81946005              22        19.90        24.29          437.80          534.38
            16618211              24        17.44        20.78          418.56          498.72
            16618211              24        17.44        20.78          418.56          498.72
            38072280              17        22.95        28.65          390.15          487.05
            68849001              21        11.90        15.56          249.90          326.76
            55473817              57        19.13        22.13         1090.41         1261.41
            29435965              39        25.28        31.23          985.92         1217.97
            81781879              98        21.13        24.15         2070.74         2366.70
            43777863              67        16.83        20.60         1127.61         1380.20
            50743173              92        24.91        29.66         2291.72         2728.72
            17358405              66        15.82        21.08         1044.12         1391.28
            56222908              32        15.37        20.22          491.84          647.04
            14375908              58        15.24        19.87          883.92         1152.46
            83582158              67        22.44        26.30         1503.48         1762.10
            65014865              54        28.95        34.28         1563.30         1851.12
            81379037              14        27.74        31.56          388.36          441.84
            66955027              45        26.73        30.99         1202.85         1394.55
            87209284              91        27.20        31.42         2475.20         2859.22
            50019335              63        18.86        23.04         1188.18         1451.52
            70811150              90        27.85        33.48         2506.50         3013.20
            59128090              11        16.39        20.12          180.29          221.32
            23180207              23        21.63        25.79          497.49          593.17
            36511952              85        13.32        17.87         1132.20         1518.95
            49559225              94        21.63        27.14         2033.22         2551.16
            68849001              21        11.90        15.56          249.90          326.76
            24718062              29        24.71        30.57          716.59          886.53
            60289116               3        14.50        18.91           43.50           56.73
            81296480              90        25.59        31.13         2303.10         2801.70
            15039599               1        21.53        26.95           21.53           26.95
            27176633              51        12.76        16.22          650.76          827.22
            84666631              32        28.79        34.75          921.28         1112.00
            63689991              40        26.49        31.87         1059.60         1274.80
            54221156              93        13.04        18.12         1212.72         1685.16
            58445058               2        21.96        27.41           43.92           54.82
            44560715              50        13.19        17.67          659.50          883.50
            35262107               8        14.46        19.91          115.68          159.28
            18398033              13        29.16        32.22          379.08          418.86
            43984612              76        25.76        31.51         1957.76         2394.76
            86414890              27        10.02        14.42          270.54          389.34
            13201627              70        18.12        24.09         1268.40         1686.30
            80084832              35        23.91        28.79          836.85         1007.65
            63435178              55        22.04        27.16         1212.20         1493.80
            59802180              33        13.26        17.79          437.58          587.07
            48509677               4        25.20        29.71          100.80          118.84
            86767861              93        16.94        22.43         1575.42         2085.99
            18659990              43        15.01        20.76          645.43          892.68
            20766559              15        17.28        21.88          259.20          328.20
            11458375             100        18.51        21.68         1851.00         2168.00
            49052689              79        23.14        27.68         1828.06         2186.72
            49142030              36        23.15        28.01          833.40         1008.36
            23842706              77        10.92        14.54          840.84         1119.58
            86202831              47        29.26        35.23         1375.22         1655.81
            44493871              38        21.74        24.88          826.12          945.44
            44603982              11        14.04        18.87          154.44          207.57
            35141667              98        21.15        26.43         2072.70         2590.14
            88046718              25        22.56        27.49          564.00          687.25
            16643747              76        20.80        26.65         1580.80         2025.40
            28342656               2        26.18        30.82           52.36           61.64
            71327423              62        27.16        31.77         1683.92         1969.74
            37511487              37        25.77        30.34          953.49         1122.58
            24718062              29        24.71        30.57          716.59          886.53
            87553231              70        23.79        28.20         1665.30         1974.00
            72587977              76        24.53        29.75         1864.28         2261.00
            21314622              60        18.99        24.19         1139.40         1451.40
            88452976              45        13.45        17.83          605.25          802.35
            74543762              61        12.57        16.86          766.77         1028.46
            63689991              40        26.49        31.87         1059.60         1274.80
            28560733              85        29.66        34.80         2521.10         2958.00
            76601028              28        21.49        25.62          601.72          717.36
            31396612              63        15.52        21.11          977.76         1329.93
            64002588              59        20.18        24.44         1190.62         1441.96
            78023688              28        29.67        35.41          830.76          991.48
            80955309               3        16.51        20.07           49.53           60.21
            68458253              17        18.28        21.32          310.76          362.44
            50743173              92        24.91        29.66         2291.72         2728.72
            15431795              95        15.33        19.15         1456.35         1819.25
            61299263              98        29.11        33.01         2852.78         3234.98
            72216160               2        10.67        14.72           21.34           29.44
            28810429              81        29.49        33.01         2388.69         2673.81
            46288741              98        26.86        32.62         2632.28         3196.76
            28062267              47        14.68        18.06          689.96          848.82
            15183855              18        24.59        29.80          442.62          536.40
            59802180              33        13.26        17.79          437.58          587.07
            25372090              93        17.27        22.99         1606.11         2138.07
            50310242              84        10.30        13.80          865.20         1159.20
            21340084              74        23.88        29.40         1767.12         2175.60
            33429908              40        26.09        30.14         1043.60         1205.60
            27572106              22        25.71        31.56          565.62          694.32
            22387159              81        13.54        19.15         1096.74         1551.15
            27240862              43        28.12        31.28         1209.16         1345.04
            42578554              20        17.59        21.44          351.80          428.80
            31650412              77        28.82        32.43         2219.14         2497.11
            48583427              80        15.99        20.68         1279.20         1654.40
            65537294              64        21.96        27.57         1405.44         1764.48
            79490708              84        10.37        15.25          871.08         1281.00
            86202831              47        29.26        35.23         1375.22         1655.81
            44928407              38        14.42        20.03          547.96          761.14
            16643747              76        20.80        26.65         1580.80         2025.40
            14366464              32        10.12        15.81          323.84          505.92
            43416112              72        25.53        28.62         1838.16         2060.64
            13258730              62        19.61        24.99         1215.82         1549.38
            40171345              51        17.93        21.06          914.43         1074.06
            37303335              98        14.00        19.04         1372.00         1865.92
            35390230              73        26.80        31.99         1956.40         2335.27
            68458253              17        18.28        21.32          310.76          362.44
            74543762              61        12.57        16.86          766.77         1028.46
            67515582              61        17.43        20.59         1063.23         1255.99
            18082546              53        23.34        29.03         1237.02         1538.59
            32827437               8        20.49        24.73          163.92          197.84
            15431795              95        15.33        19.15         1456.35         1819.25
            31761910              89        17.84        23.01         1587.76         2047.89
            83361455              50        10.14        16.07          507.00          803.50
            49336268              99        15.02        18.51         1486.98         1832.49
            81946005              22        19.90        24.29          437.80          534.38
            84179853              47        12.93        18.61          607.71          874.67
            59474045              55        11.99        16.72          659.45          919.60
            31650412              77        28.82        32.43         2219.14         2497.11
            81781879              98        21.13        24.15         2070.74         2366.70
            77085365              41        22.53        26.66          923.73         1093.06
            61130267              34        10.88        14.34          369.92          487.56
            29435965              39        25.28        31.23          985.92         1217.97
            42145649              30        19.23        24.90          576.90          747.00
            22971931              40        17.84        23.59          713.60          943.60
            46738486              38        14.87        19.44          565.06          738.72
            54756389               6        10.30        13.48           61.80           80.88
            59128090              11        16.39        20.12          180.29          221.32
            81296480              90        25.59        31.13         2303.10         2801.70
            63758855              39        11.25        14.70          438.75          573.30
            23180207              23        21.63        25.79          497.49          593.17
            52555493              21        20.65        25.19          433.65          528.99
            63435178              55        22.04        27.16         1212.20         1493.80
            80767659              23        26.89        31.88          618.47          733.24
            25372090              93        17.27        22.99         1606.11         2138.07
            18659990              43        15.01        20.76          645.43          892.68
            58445058               2        21.96        27.41           43.92           54.82
            69855441              96        15.56        18.77         1493.76         1801.92
            35262107               8        14.46        19.91          115.68          159.28
            82701870              86        10.09        15.23          867.74         1309.78
            61299263              98        29.11        33.01         2852.78         3234.98
            39341800              25        24.32        29.58          608.00          739.50
            85525597              18        17.05        22.42          306.90          403.56
            86414890              27        10.02        14.42          270.54          389.34
            52392582              78        16.69        20.31         1301.82         1584.18
            22217524              54        10.94        15.56          590.76          840.24
            59128090              11        16.39        20.12          180.29          221.32
            54756389               6        10.30        13.48           61.80           80.88
            18082546              53        23.34        29.03         1237.02         1538.59
            40299841              50        28.50        31.89         1425.00         1594.50
            79891110               8        10.47        16.15           83.76          129.20
            63173268               9        15.25        18.46          137.25          166.14
            49142030              36        23.15        28.01          833.40         1008.36
            53518629              69        11.66        17.49          804.54         1206.81
            86202831              47        29.26        35.23         1375.22         1655.81
            21523085              56        18.54        22.90         1038.24         1282.40
            44493871              38        21.74        24.88          826.12          945.44
            35141667              98        21.15        26.43         2072.70         2590.14
            50036717               8        24.69        28.73          197.52          229.84
            82887766              39        16.82        21.55          655.98          840.45
            77803747              70        26.72        29.74         1870.40         2081.80
            28342656               2        26.18        30.82           52.36           61.64
            54404663              50        25.23        29.16         1261.50         1458.00
            40171345              51        17.93        21.06          914.43         1074.06
            73657743              49        19.68        23.46          964.32         1149.54
            88452976              45        13.45        17.83          605.25          802.35
            17692750              97        18.54        23.26         1798.38         2256.22
            49013255              89        18.32        24.27         1630.48         2160.03
            37303335              98        14.00        19.04         1372.00         1865.92
            46182485              57        11.19        15.73          637.83          896.61
            83361455              50        10.14        16.07          507.00          803.50
            14599689              68        21.52        26.55         1463.36         1805.40
            85525597              18        17.05        22.42          306.90          403.56
            68458253              17        18.28        21.32          310.76          362.44
            15431795              95        15.33        19.15         1456.35         1819.25
            62028894              95        28.44        33.25         2701.80         3158.75
            36733364              69        29.72        35.59         2050.68         2455.71
            43941327              31        12.59        16.54          390.29          512.74
            59142280              97        20.84        25.19         2021.48         2443.43
            18059483              19        13.66        17.57          259.54          333.83
            58782510              80        21.90        25.49         1752.00         2039.20
            83980353              56        20.50        25.99         1148.00         1455.44
            75799058              31        25.89        30.75          802.59          953.25
            39347416              68        18.06        23.68         1228.08         1610.24
            63758855              39        11.25        14.70          438.75          573.30
            86457838              45        22.84        25.86         1027.80         1163.70
            64349453              14        18.46        23.84          258.44          333.76
            77085365              41        22.53        26.66          923.73         1093.06
            37511487              37        25.77        30.34          953.49         1122.58
            24718062              29        24.71        30.57          716.59          886.53
            22971931              40        17.84        23.59          713.60          943.60
            54667311              34        13.30        17.40          452.20          591.60
            55344433              71        29.00        34.35         2059.00         2438.85
            21291543              84        21.88        27.76         1837.92         2331.84
            22217524              54        10.94        15.56          590.76          840.24
            34307586              41        18.20        24.14          746.20          989.74
            54756389               6        10.30        13.48           61.80           80.88
            83480974              83        23.94        29.53         1987.02         2450.99
            40299841              50        28.50        31.89         1425.00         1594.50
            62159876              47        12.63        17.34          593.61          814.98
            13174473              91        29.75        35.68         2707.25         3246.88
            80437590              89        12.47        17.70         1109.83         1575.30
            79490708              84        10.37        15.25          871.08         1281.00
            59734200              12        25.75        31.22          309.00          374.64
            31650412              77        28.82        32.43         2219.14         2497.11
            23842706              77        10.92        14.54          840.84         1119.58
            84001619               3        20.58        24.48           61.74           73.44
            13258730              62        19.61        24.99         1215.82         1549.38
            19121129              99        11.37        14.84         1125.63         1469.16
            43210345              76        11.33        14.55          861.08         1105.80
            29134137              49        13.61        18.81          666.89          921.69
            36386359              60        12.09        17.21          725.40         1032.60
            50536431              89        26.48        29.98         2356.72         2668.22
            81781879              98        21.13        24.15         2070.74         2366.70
            34549045               7        13.67        16.67           95.69          116.69
            34850784              89        12.43        15.68         1106.27         1395.52
            83582158              67        22.44        26.30         1503.48         1762.10
            49013255              89        18.32        24.27         1630.48         2160.03
            29884085              52        26.47        30.46         1376.44         1583.92
            25372090              93        17.27        22.99         1606.11         2138.07
            58445058               2        21.96        27.41           43.92           54.82
            65853384              51        18.67        22.56          952.17         1150.56
            82011078              13        18.39        23.28          239.07          302.64
            79065482              77        15.63        21.13         1203.51         1627.01
            48509677               4        25.20        29.71          100.80          118.84
            17559533              50        24.91        30.57         1245.50         1528.50
            63435178              55        22.04        27.16         1212.20         1493.80
            49142030              36        23.15        28.01          833.40         1008.36
            44493871              38        21.74        24.88          826.12          945.44
            82887766              39        16.82        21.55          655.98          840.45
            66698657              48        16.13        21.83          774.24         1047.84
            18659990              43        15.01        20.76          645.43          892.68
            73657743              49        19.68        23.46          964.32         1149.54
            41677726              77        14.76        18.57         1136.52         1429.89
            49052689              79        23.14        27.68         1828.06         2186.72
            39347416              68        18.06        23.68         1228.08         1610.24
            46621097              48        26.37        29.84         1265.76         1432.32
            81735019              16        25.51        31.43          408.16          502.88
            36733364              69        29.72        35.59         2050.68         2455.71
            85525597              18        17.05        22.42          306.90          403.56
            87553231              70        23.79        28.20         1665.30         1974.00
            58038988              62        13.42        17.69          832.04         1096.78
            62028894              95        28.44        33.25         2701.80         3158.75
            21314622              60        18.99        24.19         1139.40         1451.40
            63173268               9        15.25        18.46          137.25          166.14
            40036792              65        17.31        23.16         1125.15         1505.40
            18422552             100        22.06        27.26         2206.00         2726.00
            83637016              69        27.45        31.72         1894.05         2188.68
            61677125              39        27.05        32.57         1054.95         1270.23
            42145649              30        19.23        24.90          576.90          747.00
            61299263              98        29.11        33.01         2852.78         3234.98
            28810429              81        29.49        33.01         2388.69         2673.81
            85525597              18        17.05        22.42          306.90          403.56
            83980353              56        20.50        25.99         1148.00         1455.44
            18059483              19        13.66        17.57          259.54          333.83
            71852096              57        26.92        30.71         1534.44         1750.47
            33429908              40        26.09        30.14         1043.60         1205.60
            62481686              38        27.38        31.15         1040.44         1183.70
            18059483              19        13.66        17.57          259.54          333.83
            88550476              20        21.62        24.86          432.40          497.20
            58339617              68        13.73        18.72          933.64         1272.96
            59734200              12        25.75        31.22          309.00          374.64
            43210345              76        11.33        14.55          861.08         1105.80
            76502369               7        12.35        16.47           86.45          115.29
            34850784              89        12.43        15.68         1106.27         1395.52
            58485457               5        23.64        28.18          118.20          140.90
            31641263              48        20.95        26.17         1005.60         1256.16
            42578554              20        17.59        21.44          351.80          428.80
            65853384              51        18.67        22.56          952.17         1150.56
            28069210              27        12.45        16.94          336.15          457.38
            40749682              96        14.45        19.50         1387.20         1872.00
            83480974              83        23.94        29.53         1987.02         2450.99
            83980353              56        20.50        25.99         1148.00         1455.44
            62159876              47        12.63        17.34          593.61          814.98
            62283911               7        15.50        21.11          108.50          147.77
            52392582              78        16.69        20.31         1301.82         1584.18
            52555493              21        20.65        25.19          433.65          528.99
            32895121              61        28.99        32.57         1768.39         1986.77
            43416112              72        25.53        28.62         1838.16         2060.64
            65915441              71        18.19        24.01         1291.49         1704.71
            77465093              70        16.94        22.83         1185.80         1598.10
            59333352              73        25.88        29.43         1889.24         2148.39
            18082546              53        23.34        29.03         1237.02         1538.59
            41555059              44        27.38        32.97         1204.72         1450.68
            82701870              86        10.09        15.23          867.74         1309.78
            46182485              57        11.19        15.73          637.83          896.61
            31761910              89        17.84        23.01         1587.76         2047.89
            31761910              89        17.84        23.01         1587.76         2047.89
            59734200              12        25.75        31.22          309.00          374.64
            77465093              70        16.94        22.83         1185.80         1598.10
            21291543              84        21.88        27.76         1837.92         2331.84
            50536431              89        26.48        29.98         2356.72         2668.22
            57978117              10        28.15        33.61          281.50          336.10
            59474045              55        11.99        16.72          659.45          919.60
            31641263              48        20.95        26.17         1005.60         1256.16
            34307586              41        18.20        24.14          746.20          989.74
            29257517              83        10.76        13.93          893.08         1156.19
            61965647              88        24.88        29.03         2189.44         2554.64
            37948824              62        25.06        28.67         1553.72         1777.54
            17559533              50        24.91        30.57         1245.50         1528.50
            81912584              99        26.86        31.94         2659.14         3162.06
            58810322               4        19.17        25.03           76.68          100.12
            81252880              16        14.36        18.04          229.76          288.64
            37413158              28        28.57        33.34          799.96          933.52
            44735928               9        27.18        31.76          244.62          285.84
            71852096              57        26.92        30.71         1534.44         1750.47
            88550476              20        21.62        24.86          432.40          497.20
            60410146              21        26.93        32.34          565.53          679.14
            77086936              79        19.91        25.81         1572.89         2038.99
            58485457               5        23.64        28.18          118.20          140.90
            80101956              97        23.40        28.25         2269.80         2740.25
            77086674              85        18.06        23.88         1535.10         2029.80
            58759637              78        15.20        18.21         1185.60         1420.38
            53717044              66        16.04        20.59         1058.64         1358.94
            79195238              21        11.38        15.86          238.98          333.06
            32728517              82        15.43        19.58         1265.26         1605.56
            53972005              43        22.81        28.51          980.83         1225.93
            85598406              64        10.32        14.12          660.48          903.68
            40160899              46        10.83        14.53          498.18          668.38
            70178351               1        19.18        24.56           19.18           24.56
            56827836              55        15.74        20.17          865.70         1109.35
            29257517              83        10.76        13.93          893.08         1156.19
            69730813              84        12.39        17.64         1040.76         1481.76
            49300488              61        10.69        16.28          652.09          993.08
            62111634               1        16.41        19.97           16.41           19.97
            44481271              78        27.03        32.21         2108.34         2512.38
            58810322               4        19.17        25.03           76.68          100.12
            84623811               2        15.66        20.90           31.32           41.80
            86012790               1        11.18        15.75           11.18           15.75
            46182485              57        11.19        15.73          637.83          896.61
            70401508              98        28.82        34.04         2824.36         3335.92
            13174473              91        29.75        35.68         2707.25         3246.88
            77445705              30        29.18        33.65          875.40         1009.50
            59142280              97        20.84        25.19         2021.48         2443.43
            41721415              31        12.02        17.97          372.62          557.07
            58782510              80        21.90        25.49         1752.00         2039.20
            74375297              31        12.28        18.21          380.68          564.51
            75799058              31        25.89        30.75          802.59          953.25
            49013255              89        18.32        24.27         1630.48         2160.03
            57630177              38        26.52        29.81         1007.76         1132.78
            65853384              51        18.67        22.56          952.17         1150.56
            43548519              44        13.50        16.95          594.00          745.80
            69865581              94        21.26        26.45         1998.44         2486.30
            41677726              77        14.76        18.57         1136.52         1429.89
            85941566              18        21.95        27.00          395.10          486.00
            36733364              69        29.72        35.59         2050.68         2455.71
            66028170              21        17.59        23.57          369.39          494.97
            63706075              21        15.39        21.26          323.19          446.46
            11531675              85        10.99        16.11          934.15         1369.35
            56664402              75        12.40        15.93          930.00         1194.75
            35539581              17        16.74        22.13          284.58          376.21
            66314342              42        21.79        27.58          915.18         1158.36
            50036717               8        24.69        28.73          197.52          229.84
            57978117              10        28.15        33.61          281.50          336.10
            54366510              24        13.73        18.58          329.52          445.92
            50317035              30        22.64        25.68          679.20          770.40
            45136408               2        12.71        15.71           25.42           31.42
            79902221              71        22.07        25.66         1566.97         1821.86
            39635549               8        28.02        33.32          224.16          266.56
            21523085              56        18.54        22.90         1038.24         1282.40
            76254359              49        10.58        14.73          518.42          721.77
            63798705              29        25.13        30.85          728.77          894.65
            79900665              22        21.35        24.99          469.70          549.78
            43436020              40        25.86        30.99         1034.40         1239.60
            29134137              49        13.61        18.81          666.89          921.69
            32407988              15        28.85        34.65          432.75          519.75
            29691501              57        22.78        28.28         1298.46         1611.96
            50536431              89        26.48        29.98         2356.72         2668.22
            54404663              50        25.23        29.16         1261.50         1458.00
            50295179              88        23.09        28.10         2031.92         2472.80
            16618211              24        17.44        20.78          418.56          498.72
            34549045               7        13.67        16.67           95.69          116.69
            41989446              16        22.21        27.26          355.36          436.16
            66125098              44        22.44        28.41          987.36         1250.04
            53904146              33        29.37        35.22          969.21         1162.26
            74877073              90        19.64        22.65         1767.60         2038.50
            74375297              31        12.28        18.21          380.68          564.51
            35071419              50        18.92        22.88          946.00         1144.00
            60683021               2        18.36        23.75           36.72           47.50
            88304184              84        18.55        23.14         1558.20         1943.76
            62963680              36        17.16        22.50          617.76          810.00
            82011078              13        18.39        23.28          239.07          302.64
            71529535              21        27.36        31.04          574.56          651.84
            79065482              77        15.63        21.13         1203.51         1627.01
            57739204               1        23.02        27.52           23.02           27.52
            17559533              50        24.91        30.57         1245.50         1528.50
            79170842              16        29.59        34.75          473.44          556.00
            71912539               9        13.96        19.25          125.64          173.25
            32913509              42        11.94        16.43          501.48          690.06
            61677125              39        27.05        32.57         1054.95         1270.23
            35631998              79        25.89        29.56         2045.31         2335.24
            38334221               7        26.57        32.06          185.99          224.42
            80858072              98        13.32        16.89         1305.36         1655.22
            56886748              18        24.94        30.92          448.92          556.56
            25725760              15        26.82        32.17          402.30          482.55
            76502369               7        12.35        16.47           86.45          115.29
            56953445              35        21.16        25.85          740.60          904.75
            40749682              96        14.45        19.50         1387.20         1872.00
            43771833              50        18.24        21.52          912.00         1076.00
            62283911               7        15.50        21.11          108.50          147.77
            34389249              83        17.68        22.58         1467.44         1874.14
            32895121              61        28.99        32.57         1768.39         1986.77
            24467721               3        15.72        21.71           47.16           65.13
            59333352              73        25.88        29.43         1889.24         2148.39
            75724437              74        23.26        26.87         1721.24         1988.38
            37511487              37        25.77        30.34          953.49         1122.58
            41555059              44        27.38        32.97         1204.72         1450.68
            76147512              40        24.26        27.40          970.40         1096.00
            76601028              28        21.49        25.62          601.72          717.36
            14698138              39        15.68        21.08          611.52          822.12
            35342162              75        29.91        34.65         2243.25         2598.75
            83391843              30        20.31        23.67          609.30          710.10
            68324629               6        24.98        30.61          149.88          183.66
            78407458               4        16.28        21.33           65.12           85.32
            33686751              46        20.10        23.74          924.60         1092.04
            66028170              21        17.59        23.57          369.39          494.97
            41610696               9        14.03        17.30          126.27          155.70
            15963630               5        29.36        32.93          146.80          164.65
            88491828              34        29.57        34.24         1005.38         1164.16
            83234292              26        23.80        29.24          618.80          760.24
            60384491              55        28.17        32.53         1549.35         1789.15
            81912584              99        26.86        31.94         2659.14         3162.06
            37413158              28        28.57        33.34          799.96          933.52
            80437590              89        12.47        17.70         1109.83         1575.30
            44735928               9        27.18        31.76          244.62          285.84
            85699860              21        20.28        23.37          425.88          490.77
            71852096              57        26.92        30.71         1534.44         1750.47
            46132369              64        28.23        32.34         1806.72         2069.76
            56044625              77        26.84        30.00         2066.68         2310.00
            50040763              32        14.71        20.02          470.72          640.64
            35631998              79        25.89        29.56         2045.31         2335.24
